Tue Dec 19 03:07:39 2023 Epoch 1, lr: 0.0000010, train loss: 1.03893, valid set1 loss: 0.86360
Tue Dec 19 04:14:24 2023 Epoch 48, lr: 0.0000005, train loss: 0.48630, valid set1 loss: 0.62004
Tue Dec 19 04:15:50 2023 Epoch 49, lr: 0.0000005, train loss: 0.48504, valid set1 loss: 0.62182
Tue Dec 19 04:17:15 2023 Epoch 50, lr: 0.0000005, train loss: 0.48072, valid set1 loss: 0.61801
Tue Dec 19 04:18:40 2023 Epoch 51, lr: 0.0000005, train loss: 0.47936, valid set1 loss: 0.62631
Tue Dec 19 04:20:05 2023 Epoch 52, lr: 0.0000005, train loss: 0.47816, valid set1 loss: 0.62421
Tue Dec 19 04:21:30 2023 Epoch 53, lr: 0.0000004, train loss: 0.47412, valid set1 loss: 0.62689
Tue Dec 19 04:22:55 2023 Epoch 54, lr: 0.0000004, train loss: 0.47103, valid set1 loss: 0.62892
Tue Dec 19 04:24:22 2023 Epoch 55, lr: 0.0000004, train loss: 0.46677, valid set1 loss: 0.62836
Tue Dec 19 04:25:47 2023 Epoch 56, lr: 0.0000004, train loss: 0.46230, valid set1 loss: 0.62968
Tue Dec 19 04:27:09 2023 Epoch 57, lr: 0.0000004, train loss: 0.45832, valid set1 loss: 0.63377
Tue Dec 19 04:28:33 2023 Epoch 58, lr: 0.0000004, train loss: 0.45599, valid set1 loss: 0.63585
Tue Dec 19 04:29:55 2023 Epoch 59, lr: 0.0000004, train loss: 0.45428, valid set1 loss: 0.63182
Tue Dec 19 04:31:19 2023 Epoch 60, lr: 0.0000003, train loss: 0.46710, valid set1 loss: 0.63195
Tue Dec 19 04:32:44 2023 Epoch 61, lr: 0.0000003, train loss: 0.45635, valid set1 loss: 0.63764
Tue Dec 19 22:00:06 2023 Epoch 1, lr: 0.0000010, train loss: 1.00000, valid set1 loss: 0.52855
